Attendance_ID,Employee_ID,Month,Working_Days,Present_Days,Leave_Days,Absent_Days,Overtime_Hours
ATT002947,EMP0246,2025-07-01 00:00:00,22,21,1,0,1.2
ATT002948,EMP0246,2025-08-01 00:00:00,22,19,0,3,9.2
ATT002949,EMP0246,2025-09-01 00:00:00,22,20,0,2,7.9
ATT002950,EMP0246,2025-10-01 00:00:00,21,15,2,4,6.5
ATT002951,EMP0246,2025-11-01 00:00:00,22,21,0,1,13.6
ATT002952,EMP0246,2025-12-01 00:00:00,21,19,0,2,17.8
ATT002953,EMP0247,2025-01-01 00:00:00,21,18,1,2,7.6
ATT002954,EMP0247,2025-02-01 00:00:00,21,19,0,2,0
ATT002955,EMP0247,2025-03-01 00:00:00,21,17,0,4,0.4
ATT002956,EMP0247,2025-04-01 00:00:00,22,21,0,1,8
ATT002957,EMP0247,2025-05-01 00:00:00,22,20,1,1,0.9
ATT002958,EMP0247,2025-06-01 00:00:00,20,19,0,1,7.3
ATT002959,EMP0247,2025-07-01 00:00:00,21,18,2,1,16.6
ATT002960,EMP0247,2025-08-01 00:00:00,23,23,0,0,6.3
ATT002961,EMP0247,2025-09-01 00:00:00,20,17,1,2,10.8
ATT002962,EMP0247,2025-10-01 00:00:00,22,18,1,3,4
ATT002963,EMP0247,2025-11-01 00:00:00,22,19,2,1,14.9
ATT002964,EMP0247,2025-12-01 00:00:00,21,19,0,2,7.9
ATT002965,EMP0248,2025-01-01 00:00:00,21,21,0,0,11.2
ATT002966,EMP0248,2025-02-01 00:00:00,21,19,1,1,0
ATT002967,EMP0248,2025-03-01 00:00:00,23,20,2,1,4.5
ATT002968,EMP0248,2025-04-01 00:00:00,21,20,1,0,13.4
ATT002969,EMP0248,2025-05-01 00:00:00,22,19,1,2,1.4
ATT002970,EMP0248,2025-06-01 00:00:00,22,20,1,1,10.2
ATT002971,EMP0248,2025-07-01 00:00:00,20,15,2,3,18.6
ATT002972,EMP0248,2025-08-01 00:00:00,22,19,1,2,0
ATT002973,EMP0248,2025-09-01 00:00:00,22,20,1,1,14.9
ATT002974,EMP0248,2025-10-01 00:00:00,21,18,2,1,6.1
ATT002975,EMP0248,2025-11-01 00:00:00,22,20,1,1,13.7
ATT002976,EMP0248,2025-12-01 00:00:00,22,20,0,2,2.4
ATT002977,EMP0249,2025-01-01 00:00:00,22,20,0,2,9.1
ATT002978,EMP0249,2025-02-01 00:00:00,21,20,1,0,7.2
ATT002979,EMP0249,2025-03-01 00:00:00,23,21,0,2,12.1
ATT002980,EMP0249,2025-04-01 00:00:00,22,18,3,1,9.2
ATT002981,EMP0249,2025-05-01 00:00:00,21,19,1,1,17.9
ATT002982,EMP0249,2025-06-01 00:00:00,21,18,1,2,18.7
ATT002983,EMP0249,2025-07-01 00:00:00,22,20,1,1,7
ATT002984,EMP0249,2025-08-01 00:00:00,22,19,2,1,6.7
ATT002985,EMP0249,2025-09-01 00:00:00,23,20,1,2,13.3
ATT002986,EMP0249,2025-10-01 00:00:00,21,17,1,3,15.5
ATT002987,EMP0249,2025-11-01 00:00:00,22,21,1,0,10.4
ATT002988,EMP0249,2025-12-01 00:00:00,22,20,0,2,0.7
ATT002989,EMP0250,2025-01-01 00:00:00,22,18,1,3,14.2
ATT002990,EMP0250,2025-02-01 00:00:00,23,21,2,0,10
ATT002991,EMP0250,2025-03-01 00:00:00,23,23,0,0,19.8
ATT002992,EMP0250,2025-04-01 00:00:00,21,21,0,0,5
ATT002993,EMP0250,2025-05-01 00:00:00,23,21,1,1,0
ATT002994,EMP0250,2025-06-01 00:00:00,22,20,2,0,9
ATT002995,EMP0250,2025-07-01 00:00:00,22,20,0,2,7.6
ATT002996,EMP0250,2025-08-01 00:00:00,23,18,2,3,8.9
ATT002997,EMP0250,2025-09-01 00:00:00,23,17,2,4,3.4
ATT002998,EMP0250,2025-10-01 00:00:00,23,22,0,1,5.7
ATT002999,EMP0250,2025-11-01 00:00:00,21,20,0,1,14
ATT003000,EMP0250,2025-12-01 00:00:00,23,22,0,1,11.1
ATT003001,EMP0251,2025-01-01 00:00:00,21,17,1,3,5.2
ATT003002,EMP0251,2025-02-01 00:00:00,21,20,0,1,19.6
ATT003003,EMP0251,2025-03-01 00:00:00,21,21,0,0,6.8
ATT003004,EMP0251,2025-04-01 00:00:00,21,20,0,1,7.3
ATT003005,EMP0251,2025-05-01 00:00:00,22,21,1,0,2.2
ATT003006,EMP0251,2025-06-01 00:00:00,23,19,1,3,12.8
ATT003007,EMP0251,2025-07-01 00:00:00,23,19,3,1,5.4
ATT003008,EMP0251,2025-08-01 00:00:00,21,16,1,4,3.4
ATT003009,EMP0251,2025-09-01 00:00:00,22,22,0,0,13.1
ATT003010,EMP0251,2025-10-01 00:00:00,21,18,0,3,9.3
ATT003011,EMP0251,2025-11-01 00:00:00,22,19,2,1,6.7
ATT003012,EMP0251,2025-12-01 00:00:00,21,21,0,0,22.4
ATT003013,EMP0252,2025-01-01 00:00:00,21,17,0,4,7.1
ATT003014,EMP0252,2025-02-01 00:00:00,20,17,2,1,11.6
ATT003015,EMP0252,2025-03-01 00:00:00,22,18,2,2,3.6
ATT003016,EMP0252,2025-04-01 00:00:00,22,20,0,2,7.7
ATT003017,EMP0252,2025-05-01 00:00:00,20,20,0,0,19.9
ATT003018,EMP0252,2025-06-01 00:00:00,22,20,1,1,14.1
ATT003019,EMP0252,2025-07-01 00:00:00,22,18,0,4,10.8
ATT003020,EMP0252,2025-08-01 00:00:00,22,20,1,1,13.4
ATT003021,EMP0252,2025-09-01 00:00:00,22,18,3,1,0
ATT003022,EMP0252,2025-10-01 00:00:00,23,19,0,4,11.5
ATT003023,EMP0252,2025-11-01 00:00:00,22,21,0,1,17
ATT003024,EMP0252,2025-12-01 00:00:00,21,16,1,4,12.8
ATT003025,EMP0253,2025-01-01 00:00:00,22,20,0,2,0
ATT003026,EMP0253,2025-02-01 00:00:00,22,21,1,0,9.7
ATT003027,EMP0253,2025-03-01 00:00:00,21,19,2,0,10.2
ATT003028,EMP0253,2025-04-01 00:00:00,22,19,2,1,8.7
ATT003029,EMP0253,2025-05-01 00:00:00,23,18,3,2,16
ATT003030,EMP0253,2025-06-01 00:00:00,22,22,0,0,10.1
ATT003031,EMP0253,2025-07-01 00:00:00,21,17,1,3,11.8
ATT003032,EMP0253,2025-08-01 00:00:00,20,16,2,2,0
ATT003033,EMP0253,2025-09-01 00:00:00,22,18,0,4,12.7
ATT003034,EMP0253,2025-10-01 00:00:00,23,21,0,2,14.6
ATT003035,EMP0253,2025-11-01 00:00:00,21,21,0,0,3.2
ATT003036,EMP0253,2025-12-01 00:00:00,21,18,1,2,12.6
ATT003037,EMP0254,2025-01-01 00:00:00,21,20,0,1,21.6
ATT003038,EMP0254,2025-02-01 00:00:00,20,16,1,3,11.3
ATT003039,EMP0254,2025-03-01 00:00:00,21,19,2,0,11.2
ATT003040,EMP0254,2025-04-01 00:00:00,23,20,2,1,6.5
ATT003041,EMP0254,2025-05-01 00:00:00,22,20,1,1,8.3
ATT003042,EMP0254,2025-06-01 00:00:00,23,22,0,1,3.2
ATT003043,EMP0254,2025-07-01 00:00:00,21,15,3,3,11.4
ATT003044,EMP0254,2025-08-01 00:00:00,22,20,1,1,1.9
ATT003045,EMP0254,2025-09-01 00:00:00,21,19,1,1,14.9
ATT003046,EMP0254,2025-10-01 00:00:00,21,21,0,0,9.2
ATT003047,EMP0254,2025-11-01 00:00:00,21,19,1,1,15.1
ATT003048,EMP0254,2025-12-01 00:00:00,22,20,0,2,4.3
ATT003049,EMP0255,2025-01-01 00:00:00,23,22,1,0,6.2
ATT003050,EMP0255,2025-02-01 00:00:00,22,21,1,0,9.9
ATT003051,EMP0255,2025-03-01 00:00:00,22,20,0,2,4
ATT003052,EMP0255,2025-04-01 00:00:00,22,19,0,3,1.4
ATT003053,EMP0255,2025-05-01 00:00:00,21,20,1,0,6.7
ATT003054,EMP0255,2025-06-01 00:00:00,23,20,0,3,8
ATT003055,EMP0255,2025-07-01 00:00:00,20,17,1,2,9.8
ATT003056,EMP0255,2025-08-01 00:00:00,23,20,0,3,14
ATT003057,EMP0255,2025-09-01 00:00:00,22,20,0,2,7.2
ATT003058,EMP0255,2025-10-01 00:00:00,22,17,0,5,9.6
ATT003059,EMP0255,2025-11-01 00:00:00,20,18,0,2,15.8
ATT003060,EMP0255,2025-12-01 00:00:00,22,21,0,1,6.6
ATT003061,EMP0256,2025-01-01 00:00:00,23,21,0,2,3.1
ATT003062,EMP0256,2025-02-01 00:00:00,21,16,0,5,9.1
ATT003063,EMP0256,2025-03-01 00:00:00,22,18,0,4,3.5
ATT003064,EMP0256,2025-04-01 00:00:00,23,20,3,0,5.4
ATT003065,EMP0256,2025-05-01 00:00:00,22,18,1,3,9.8
ATT003066,EMP0256,2025-06-01 00:00:00,22,21,1,0,7.2
ATT003067,EMP0256,2025-07-01 00:00:00,23,19,2,2,0
ATT003068,EMP0256,2025-08-01 00:00:00,21,18,1,2,8.6
ATT003069,EMP0256,2025-09-01 00:00:00,22,22,0,0,6.3
ATT003070,EMP0256,2025-10-01 00:00:00,21,17,1,3,7.9
ATT003071,EMP0256,2025-11-01 00:00:00,22,21,0,1,15.2
ATT003072,EMP0256,2025-12-01 00:00:00,22,18,3,1,6.6
ATT003073,EMP0257,2025-01-01 00:00:00,21,19,2,0,13.7
ATT003074,EMP0257,2025-02-01 00:00:00,23,21,0,2,16.1
ATT003075,EMP0257,2025-03-01 00:00:00,22,22,0,0,4
ATT003076,EMP0257,2025-04-01 00:00:00,21,17,2,2,3.7
ATT003077,EMP0257,2025-05-01 00:00:00,22,18,1,3,6.6
ATT003078,EMP0257,2025-06-01 00:00:00,23,19,1,3,10
ATT003079,EMP0257,2025-07-01 00:00:00,21,19,2,0,6.6
ATT003080,EMP0257,2025-08-01 00:00:00,22,20,0,2,9.9
ATT003081,EMP0257,2025-09-01 00:00:00,22,21,1,0,14.6
ATT003082,EMP0257,2025-10-01 00:00:00,21,19,1,1,11
ATT003083,EMP0257,2025-11-01 00:00:00,21,20,1,0,9.5
ATT003084,EMP0257,2025-12-01 00:00:00,22,20,0,2,19.2
ATT003085,EMP0258,2025-01-01 00:00:00,22,22,0,0,2.7
ATT003086,EMP0258,2025-02-01 00:00:00,22,19,0,3,22.3
ATT003087,EMP0258,2025-03-01 00:00:00,23,23,0,0,15.4
ATT003088,EMP0258,2025-04-01 00:00:00,22,21,0,1,6.7
ATT003089,EMP0258,2025-05-01 00:00:00,22,21,1,0,7.2
ATT003090,EMP0258,2025-06-01 00:00:00,22,20,1,1,6.3
ATT003091,EMP0258,2025-07-01 00:00:00,23,20,2,1,13.9
ATT003092,EMP0258,2025-08-01 00:00:00,22,18,0,4,8
ATT003093,EMP0258,2025-09-01 00:00:00,21,16,1,4,5.9
ATT003094,EMP0258,2025-10-01 00:00:00,21,17,3,1,12.7
ATT003095,EMP0258,2025-11-01 00:00:00,22,20,0,2,4.8
ATT003096,EMP0258,2025-12-01 00:00:00,22,21,0,1,7.8
ATT003097,EMP0259,2025-01-01 00:00:00,22,19,1,2,7
ATT003098,EMP0259,2025-02-01 00:00:00,22,20,0,2,8.5
ATT003099,EMP0259,2025-03-01 00:00:00,23,21,1,1,14.2
ATT003100,EMP0259,2025-04-01 00:00:00,21,16,2,3,11.4
ATT003101,EMP0259,2025-05-01 00:00:00,23,21,1,1,15.3
ATT003102,EMP0259,2025-06-01 00:00:00,22,19,1,2,7.3
ATT003103,EMP0259,2025-07-01 00:00:00,22,22,0,0,10.9
ATT003104,EMP0259,2025-08-01 00:00:00,23,21,1,1,8.1
ATT003105,EMP0259,2025-09-01 00:00:00,22,19,1,2,2.2
ATT003106,EMP0259,2025-10-01 00:00:00,22,21,0,1,3.1
ATT003107,EMP0259,2025-11-01 00:00:00,21,21,0,0,8.9
ATT003108,EMP0259,2025-12-01 00:00:00,21,20,1,0,3
ATT003109,EMP0260,2025-01-01 00:00:00,23,19,1,3,4.7
ATT003110,EMP0260,2025-02-01 00:00:00,20,19,0,1,3.7
ATT003111,EMP0260,2025-03-01 00:00:00,22,20,1,1,0
ATT003112,EMP0260,2025-04-01 00:00:00,22,17,2,3,3.4
ATT003113,EMP0260,2025-05-01 00:00:00,22,17,0,5,15.1
ATT003114,EMP0260,2025-06-01 00:00:00,23,18,0,5,5
ATT003115,EMP0260,2025-07-01 00:00:00,22,19,0,3,14.5
ATT003116,EMP0260,2025-08-01 00:00:00,22,18,1,3,11.9
ATT003117,EMP0260,2025-09-01 00:00:00,22,20,0,2,12.8
ATT003118,EMP0260,2025-10-01 00:00:00,22,15,2,5,3.2
ATT003119,EMP0260,2025-11-01 00:00:00,21,19,0,2,8.6
ATT003120,EMP0260,2025-12-01 00:00:00,20,18,2,0,16.1
ATT003121,EMP0261,2025-01-01 00:00:00,22,19,1,2,8.8
ATT003122,EMP0261,2025-02-01 00:00:00,23,22,1,0,9.2
ATT003123,EMP0261,2025-03-01 00:00:00,22,18,1,3,8.6
ATT003124,EMP0261,2025-04-01 00:00:00,22,20,0,2,15.8
ATT003125,EMP0261,2025-05-01 00:00:00,23,23,0,0,13.1
ATT003126,EMP0261,2025-06-01 00:00:00,23,21,0,2,12.1
ATT003127,EMP0261,2025-07-01 00:00:00,22,18,0,4,7.9
ATT003128,EMP0261,2025-08-01 00:00:00,21,18,2,1,0.5
ATT003129,EMP0261,2025-09-01 00:00:00,20,16,0,4,0
ATT003130,EMP0261,2025-10-01 00:00:00,21,19,0,2,11.7
ATT003131,EMP0261,2025-11-01 00:00:00,21,18,3,0,12.4
ATT003132,EMP0261,2025-12-01 00:00:00,22,20,0,2,4.4
ATT003133,EMP0262,2025-01-01 00:00:00,21,19,0,2,4.2
ATT003134,EMP0262,2025-02-01 00:00:00,20,16,1,3,0
ATT003135,EMP0262,2025-03-01 00:00:00,21,20,0,1,7.4
ATT003136,EMP0262,2025-04-01 00:00:00,21,20,1,0,3.1
ATT003137,EMP0262,2025-05-01 00:00:00,22,20,1,1,10.4
ATT003138,EMP0262,2025-06-01 00:00:00,21,20,1,0,6.5
ATT003139,EMP0262,2025-07-01 00:00:00,21,18,1,2,3.9
ATT003140,EMP0262,2025-08-01 00:00:00,20,18,2,0,0
ATT003141,EMP0262,2025-09-01 00:00:00,23,18,1,4,12.1
ATT003142,EMP0262,2025-10-01 00:00:00,22,19,1,2,2.9
ATT003143,EMP0262,2025-11-01 00:00:00,21,20,1,0,4.2
ATT003144,EMP0262,2025-12-01 00:00:00,22,18,1,3,3.2
ATT003145,EMP0263,2025-01-01 00:00:00,22,16,2,4,6.1
ATT003146,EMP0263,2025-02-01 00:00:00,22,18,1,3,8.8
ATT003147,EMP0263,2025-03-01 00:00:00,20,19,0,1,0
ATT003148,EMP0263,2025-04-01 00:00:00,22,17,2,3,11.1
ATT003149,EMP0263,2025-05-01 00:00:00,21,18,0,3,2.3
ATT003150,EMP0263,2025-06-01 00:00:00,22,21,1,0,5.7
ATT003151,EMP0263,2025-07-01 00:00:00,22,20,1,1,3.6
ATT003152,EMP0263,2025-08-01 00:00:00,22,20,0,2,7.6
ATT003153,EMP0263,2025-09-01 00:00:00,21,20,1,0,4.9
ATT003154,EMP0263,2025-10-01 00:00:00,20,18,0,2,7.1
ATT003155,EMP0263,2025-11-01 00:00:00,22,21,1,0,0
ATT003156,EMP0263,2025-12-01 00:00:00,22,18,3,1,12.4
ATT003157,EMP0264,2025-01-01 00:00:00,21,19,1,1,15
ATT003158,EMP0264,2025-02-01 00:00:00,22,20,1,1,0
ATT003159,EMP0264,2025-03-01 00:00:00,21,16,0,5,0
ATT003160,EMP0264,2025-04-01 00:00:00,21,20,0,1,3.6
ATT003161,EMP0264,2025-05-01 00:00:00,22,21,0,1,17
ATT003162,EMP0264,2025-06-01 00:00:00,21,19,0,2,12.4
ATT003163,EMP0264,2025-07-01 00:00:00,22,19,1,2,10.3
ATT003164,EMP0264,2025-08-01 00:00:00,23,21,0,2,4.1
ATT003165,EMP0264,2025-09-01 00:00:00,23,22,0,1,0
ATT003166,EMP0264,2025-10-01 00:00:00,22,21,0,1,4.4
ATT003167,EMP0264,2025-11-01 00:00:00,22,21,1,0,13
ATT003168,EMP0264,2025-12-01 00:00:00,22,19,1,2,5.1
ATT003169,EMP0265,2025-01-01 00:00:00,20,19,1,0,9.9
ATT003170,EMP0265,2025-02-01 00:00:00,22,22,0,0,10.3
ATT003171,EMP0265,2025-03-01 00:00:00,22,19,1,2,14.3
ATT003172,EMP0265,2025-04-01 00:00:00,22,20,1,1,6.5
ATT003173,EMP0265,2025-05-01 00:00:00,22,20,2,0,9.5
ATT003174,EMP0265,2025-06-01 00:00:00,21,19,2,0,9.4
ATT003175,EMP0265,2025-07-01 00:00:00,22,20,0,2,13.8
ATT003176,EMP0265,2025-08-01 00:00:00,22,18,3,1,0
ATT003177,EMP0265,2025-09-01 00:00:00,22,19,1,2,14.7
ATT003178,EMP0265,2025-10-01 00:00:00,22,20,1,1,4.9
ATT003179,EMP0265,2025-11-01 00:00:00,22,18,1,3,11.8
ATT003180,EMP0265,2025-12-01 00:00:00,21,16,1,4,11.6
ATT003181,EMP0266,2025-01-01 00:00:00,22,21,1,0,0
ATT003182,EMP0266,2025-02-01 00:00:00,21,18,1,2,7.9
ATT003183,EMP0266,2025-03-01 00:00:00,22,21,0,1,9
ATT003184,EMP0266,2025-04-01 00:00:00,22,20,0,2,7.1
ATT003185,EMP0266,2025-05-01 00:00:00,21,20,0,1,0
ATT003186,EMP0266,2025-06-01 00:00:00,21,18,1,2,15.2
ATT003187,EMP0266,2025-07-01 00:00:00,21,20,1,0,14.8
ATT003188,EMP0266,2025-08-01 00:00:00,21,21,0,0,0
ATT003189,EMP0266,2025-09-01 00:00:00,22,17,1,4,0
ATT003190,EMP0266,2025-10-01 00:00:00,21,19,1,1,6.1
ATT003191,EMP0266,2025-11-01 00:00:00,22,19,0,3,9.9
ATT003192,EMP0266,2025-12-01 00:00:00,22,21,0,1,2
ATT003193,EMP0267,2025-01-01 00:00:00,22,22,0,0,0
ATT003194,EMP0267,2025-02-01 00:00:00,22,21,0,1,1.3
ATT003195,EMP0267,2025-03-01 00:00:00,22,17,2,3,0
ATT003196,EMP0267,2025-04-01 00:00:00,20,20,0,0,6.9
ATT003197,EMP0267,2025-05-01 00:00:00,23,21,0,2,8.9
ATT003198,EMP0267,2025-06-01 00:00:00,22,19,0,3,3.8
ATT003199,EMP0267,2025-07-01 00:00:00,21,17,2,2,13.1
ATT003200,EMP0267,2025-08-01 00:00:00,21,20,1,0,15.2
ATT003201,EMP0267,2025-09-01 00:00:00,21,19,0,2,8.4
ATT003202,EMP0267,2025-10-01 00:00:00,23,21,0,2,13.2
ATT003203,EMP0267,2025-11-01 00:00:00,22,21,1,0,3.1
ATT003204,EMP0267,2025-12-01 00:00:00,23,19,3,1,6.6
ATT003205,EMP0268,2025-01-01 00:00:00,22,18,2,2,14.4
ATT003206,EMP0268,2025-02-01 00:00:00,22,17,0,5,1.7
ATT003207,EMP0268,2025-03-01 00:00:00,23,20,2,1,2.4
ATT003208,EMP0268,2025-04-01 00:00:00,21,18,2,1,8.7
ATT003209,EMP0268,2025-05-01 00:00:00,20,20,0,0,9.6
ATT003210,EMP0268,2025-06-01 00:00:00,22,19,2,1,19.7
ATT003211,EMP0268,2025-07-01 00:00:00,20,19,1,0,6.8
ATT003212,EMP0268,2025-08-01 00:00:00,21,20,0,1,0
ATT003213,EMP0268,2025-09-01 00:00:00,22,16,2,4,12.7
ATT003214,EMP0268,2025-10-01 00:00:00,20,18,1,1,13.1
ATT003215,EMP0268,2025-11-01 00:00:00,22,18,1,3,0
ATT003216,EMP0268,2025-12-01 00:00:00,21,19,1,1,6.9
ATT003217,EMP0269,2025-01-01 00:00:00,22,17,1,4,11.9
ATT003218,EMP0269,2025-02-01 00:00:00,21,20,1,0,17.4
ATT003219,EMP0269,2025-03-01 00:00:00,23,19,0,4,16.4
ATT003220,EMP0269,2025-04-01 00:00:00,22,21,0,1,4.2
ATT003221,EMP0269,2025-05-01 00:00:00,22,21,0,1,9.5
ATT003222,EMP0269,2025-06-01 00:00:00,22,22,0,0,14.7
ATT003223,EMP0269,2025-07-01 00:00:00,23,20,0,3,3.9
ATT003224,EMP0269,2025-08-01 00:00:00,22,19,1,2,1.8
ATT003225,EMP0269,2025-09-01 00:00:00,22,21,0,1,7.7
ATT003226,EMP0269,2025-10-01 00:00:00,23,20,3,0,1.1
ATT003227,EMP0269,2025-11-01 00:00:00,22,20,0,2,12.4
ATT003228,EMP0269,2025-12-01 00:00:00,23,21,0,2,7.6
ATT003229,EMP0270,2025-01-01 00:00:00,20,20,0,0,8.3
ATT003230,EMP0270,2025-02-01 00:00:00,21,17,2,2,2.2
ATT003231,EMP0270,2025-03-01 00:00:00,21,19,1,1,8
ATT003232,EMP0270,2025-04-01 00:00:00,22,21,0,1,14
ATT003233,EMP0270,2025-05-01 00:00:00,21,21,0,0,11.3
ATT003234,EMP0270,2025-06-01 00:00:00,21,21,0,0,18.6
ATT003235,EMP0270,2025-07-01 00:00:00,22,22,0,0,4.3
ATT003236,EMP0270,2025-08-01 00:00:00,23,22,0,1,10.8
ATT003237,EMP0270,2025-09-01 00:00:00,20,17,0,3,10.6
ATT003238,EMP0270,2025-10-01 00:00:00,22,21,0,1,3.5
ATT003239,EMP0270,2025-11-01 00:00:00,22,17,0,5,8.1
ATT003240,EMP0270,2025-12-01 00:00:00,22,20,0,2,11.6
ATT003241,EMP0271,2025-01-01 00:00:00,22,19,0,3,4.5
ATT003242,EMP0271,2025-02-01 00:00:00,22,19,3,0,11.5
ATT003243,EMP0271,2025-03-01 00:00:00,21,19,0,2,12.7
ATT003244,EMP0271,2025-04-01 00:00:00,21,19,0,2,3.7
ATT003245,EMP0271,2025-05-01 00:00:00,21,19,0,2,0
ATT003246,EMP0271,2025-06-01 00:00:00,20,20,0,0,6.4
ATT003247,EMP0271,2025-07-01 00:00:00,22,21,0,1,12.3
ATT003248,EMP0271,2025-08-01 00:00:00,21,20,0,1,6.2
ATT003249,EMP0271,2025-09-01 00:00:00,22,21,1,0,11.8
ATT003250,EMP0271,2025-10-01 00:00:00,21,18,1,2,5.9
ATT003251,EMP0271,2025-11-01 00:00:00,22,16,1,5,9.2
ATT003252,EMP0271,2025-12-01 00:00:00,23,20,1,2,6.1
ATT003253,EMP0272,2025-01-01 00:00:00,21,20,0,1,12.4
ATT003254,EMP0272,2025-02-01 00:00:00,23,19,0,4,2.1
ATT003255,EMP0272,2025-03-01 00:00:00,22,21,1,0,13.1
ATT003256,EMP0272,2025-04-01 00:00:00,22,20,1,1,12.1
ATT003257,EMP0272,2025-05-01 00:00:00,23,21,0,2,1.8
ATT003258,EMP0272,2025-06-01 00:00:00,21,18,2,1,12.7
ATT003259,EMP0272,2025-07-01 00:00:00,23,22,0,1,2.9
ATT003260,EMP0272,2025-08-01 00:00:00,21,19,2,0,0
ATT003261,EMP0272,2025-09-01 00:00:00,22,19,1,2,9.1
ATT003262,EMP0272,2025-10-01 00:00:00,22,22,0,0,11.7
ATT003263,EMP0272,2025-11-01 00:00:00,22,21,0,1,6.8
ATT003264,EMP0272,2025-12-01 00:00:00,21,20,0,1,5
ATT003265,EMP0273,2025-01-01 00:00:00,22,19,3,0,5.2
ATT003266,EMP0273,2025-02-01 00:00:00,22,19,3,0,6.7
ATT003267,EMP0273,2025-03-01 00:00:00,21,17,0,4,6.7
ATT003268,EMP0273,2025-04-01 00:00:00,21,19,1,1,0
ATT003269,EMP0273,2025-05-01 00:00:00,21,21,0,0,14.3
ATT003270,EMP0273,2025-06-01 00:00:00,23,22,1,0,3.5
ATT003271,EMP0273,2025-07-01 00:00:00,20,18,1,1,1.1
ATT003272,EMP0273,2025-08-01 00:00:00,22,21,0,1,2.4
ATT003273,EMP0273,2025-09-01 00:00:00,23,21,0,2,12.2
ATT003274,EMP0273,2025-10-01 00:00:00,22,21,0,1,8.7
ATT003275,EMP0273,2025-11-01 00:00:00,20,19,0,1,6.1
ATT003276,EMP0273,2025-12-01 00:00:00,22,21,1,0,1.8
ATT003277,EMP0274,2025-01-01 00:00:00,22,20,1,1,14.4
ATT003278,EMP0274,2025-02-01 00:00:00,20,19,0,1,8.2
ATT003279,EMP0274,2025-03-01 00:00:00,22,19,0,3,5.4
ATT003280,EMP0274,2025-04-01 00:00:00,23,22,0,1,10.6
ATT003281,EMP0274,2025-05-01 00:00:00,22,22,0,0,11.2
ATT003282,EMP0274,2025-06-01 00:00:00,21,19,1,1,3.5
ATT003283,EMP0274,2025-07-01 00:00:00,22,18,1,3,14.2
ATT003284,EMP0274,2025-08-01 00:00:00,21,20,0,1,11.2
ATT003285,EMP0274,2025-09-01 00:00:00,22,18,1,3,6
ATT003286,EMP0274,2025-10-01 00:00:00,22,18,0,4,5.1
ATT003287,EMP0274,2025-11-01 00:00:00,23,23,0,0,8.8
ATT003288,EMP0274,2025-12-01 00:00:00,23,23,0,0,4.9
ATT003289,EMP0275,2025-01-01 00:00:00,20,18,0,2,12
ATT003290,EMP0275,2025-02-01 00:00:00,22,19,0,3,5.1
ATT003291,EMP0275,2025-03-01 00:00:00,21,20,1,0,2.8
ATT003292,EMP0275,2025-04-01 00:00:00,22,20,0,2,18.4
ATT003293,EMP0275,2025-05-01 00:00:00,20,16,2,2,20.1
ATT003294,EMP0275,2025-06-01 00:00:00,22,22,0,0,5.1
ATT003295,EMP0275,2025-07-01 00:00:00,20,19,0,1,11.1
ATT003296,EMP0275,2025-08-01 00:00:00,23,21,0,2,11.3
ATT003297,EMP0275,2025-09-01 00:00:00,22,19,1,2,11.1
ATT003298,EMP0275,2025-10-01 00:00:00,21,18,0,3,14.7
ATT003299,EMP0275,2025-11-01 00:00:00,22,20,1,1,0
ATT003300,EMP0275,2025-12-01 00:00:00,22,22,0,0,6.5
ATT003301,EMP0276,2025-01-01 00:00:00,21,20,0,1,3.3
ATT003302,EMP0276,2025-02-01 00:00:00,22,18,1,3,4.1
ATT003303,EMP0276,2025-03-01 00:00:00,21,19,2,0,0
ATT003304,EMP0276,2025-04-01 00:00:00,22,19,1,2,22.9
ATT003305,EMP0276,2025-05-01 00:00:00,20,18,1,1,6.6
ATT003306,EMP0276,2025-06-01 00:00:00,21,18,2,1,2.3
ATT003307,EMP0276,2025-07-01 00:00:00,21,21,0,0,11.9
ATT003308,EMP0276,2025-08-01 00:00:00,20,18,0,2,14.3
ATT003309,EMP0276,2025-09-01 00:00:00,22,20,0,2,10.3
ATT003310,EMP0276,2025-10-01 00:00:00,21,19,1,1,3.4
ATT003311,EMP0276,2025-11-01 00:00:00,22,19,2,1,4.4
ATT003312,EMP0276,2025-12-01 00:00:00,22,17,0,5,0
ATT003313,EMP0277,2025-01-01 00:00:00,20,20,0,0,8.4
ATT003314,EMP0277,2025-02-01 00:00:00,20,16,2,2,17.7
ATT003315,EMP0277,2025-03-01 00:00:00,20,19,0,1,6.1
ATT003316,EMP0277,2025-04-01 00:00:00,22,21,1,0,3.3
ATT003317,EMP0277,2025-05-01 00:00:00,22,18,0,4,0
ATT003318,EMP0277,2025-06-01 00:00:00,21,20,0,1,5.8
ATT003319,EMP0277,2025-07-01 00:00:00,20,16,1,3,5.7
ATT003320,EMP0277,2025-08-01 00:00:00,20,17,0,3,2.5
ATT003321,EMP0277,2025-09-01 00:00:00,22,20,1,1,10.4
ATT003322,EMP0277,2025-10-01 00:00:00,22,21,0,1,8.5
ATT003323,EMP0277,2025-11-01 00:00:00,22,22,0,0,9.2
ATT003324,EMP0277,2025-12-01 00:00:00,22,18,2,2,7.9
ATT003325,EMP0278,2025-01-01 00:00:00,20,15,1,4,12.1
ATT003326,EMP0278,2025-02-01 00:00:00,22,19,2,1,18.6
